sport,date,game_id,closing_moneyline_odds,home_moneyline_odds,away_moneyline_odds,closing_spread_odds,closing_total_odds,closing_q1_odds,closing_f5_odds,closing_home_over_odds,closing_corners_odds,closing_btts_odds,closing_spread_line,closing_total_line,odds_over_under,odds_source_provider,draw_moneyline_odds
ncaa_baseball,2026-03-21,6548400,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548533,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548614,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548882,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6548932,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6549020,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6549145,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6549342,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6549358,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6549366,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6549545,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6549690,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6549692,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6549760,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6550006,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6550058,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6550098,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6550168,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6550183,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6550290,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6550355,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6550439,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6550492,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6550733,,,,,,,,,,,,,,,
ncaa_baseball,2026-03-21,6550774,,,,,,,,,,,,,,,
